show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s225,Movie,A Separation,Asghar Farhadi,"Leila Hatami, Peyman Moaadi, Shahab Hosseini, Sareh Bayat, Sarina Farhadi, Babak Karimi, Ali-Asghar Shahbazi, Shirin Yazdanbakhsh, Kimia Hosseini, Merila Zare'i, Sahabanu Zolghadr","Iran, France",16-Mar-19,2011,PG-13,123 min,"Dramas, International Movies","Amid an impasse in his marriage, a father in Tehran is beset by a bitter feud involving the family of a pious caretaker he hired for his aging dad."
s226,TV Show,A Series of Unfortunate Events,,"Neil Patrick Harris, Patrick Warburton, Malina Weissman, Louis Hynes, K. Todd Freeman, Joan Cusack, Aasif Mandvi",United States,01-Jan-19,2019,TV-PG,3 Seasons,"Kids' TV, TV Action & Adventure, TV Comedies","The extraordinary Baudelaire orphans face trials, tribulations and the evil Count Olaf in their fateful quest to unlock long-held family secrets."
s227,Movie,A Serious Man,"Ethan Coen, Joel Coen","Michael Stuhlbarg, Richard Kind, Fred Melamed, Sari Lennick, Adam Arkin, Amy Landecker, Alan Mandell, Fyvush Finkel, Peter Breitmayer, Aaron Wolff, Jessica McManus, Brent Braunschweig","United States, United Kingdom, France",16-Jan-18,2009,R,106 min,"Comedies, Independent Movies","With every aspect of his life unraveling, a Jewish physics professor seeks out three rabbis for spiritual guidance."
s228,Movie,A Shaun the Sheep Movie: Farmageddon,"Richard Phelan, Will Becher","Justin Fletcher, John Sparkes, Amalia Vitale, Kate Harbour, David Holt","United Kingdom, France, Belgium, United States, China",14-Feb-20,2020,G,87 min,"Children & Family Movies, Comedies",Shaun and the flock race to help an adorable alien find her way home after her ship crash-lands near Mossy Bottom Farm and sparks a UFO frenzy.
s229,Movie,A Silent Voice,Naoko Yamada,"Miyu Irino, Saori Hayami, Aoi Yuki, Kensho Ono, Yuki Kaneko, Yui Ishikawa, Megumi Han, Toshiyuki Toyonaga, Mayu Matsuoka",Japan,05-Jun-19,2016,TV-14,130 min,"Anime Features, International Movies",A former class bully reaches out to the deaf girl he'd tormented in grade school. He feels unworthy of redemption but tries to make things right.
s230,Movie,A Single Man,Tom Ford,"Colin Firth, Julianne Moore, Nicholas Hoult, Ginnifer Goodwin, Matthew Goode, Paul Butler, Ryan Simpkins, Teddy Sears, Paulette Lamori, Jon Kortajarena",United States,11-Nov-19,2009,R,100 min,"Dramas, Independent Movies, LGBTQ Movies",This stream-of-consciousness drama centers on a day in the life of a gay college professor who's reeling from his longtime lover's recent death.
s231,Movie,A Sort of Family,Diego Lerman,"Bárbara Lennie, Daniel Aráoz, Claudio Tolcachir, Paula Cohen, Yanina Ávila","Argentina, Brazil, France, Poland, Germany, Denmark",01-Apr-18,2017,TV-14,96 min,"Dramas, International Movies, Thrillers",An Argentine doctor faces legal and ethical challenges when she travels to the countryside to pick up the infant she has been waiting to adopt.
s232,Movie,A Sort of Homecoming,Maria Burton,"Laura Marano, Parker Mack, Katherine McNamara, Marcus Lyle Brown, Shayne Topp, Michelle Clunie, Kathleen Wilhoite",United States,01-Aug-17,2015,TV-PG,89 min,"Dramas, Independent Movies",Ace news producer Amy is called back to her Louisiana hometown where memories of what used to be – and what might have been – come flooding back.
s233,Movie,A Stoning in Fulham County,Larry Elikann,"Ken Olin, Jill Eikenberry, Maureen Mueller, Gregg Henry, Nicholas Pryor, Noble Willingham, Peter Michael Goetz, Ron Perlman, Theodore Bikel, Olivia Burnette, Bill Allen, Brad Pitt",United States,01-Oct-11,1988,TV-14,95 min,Dramas,"After reckless teens kill an Amish child, a prosecutor attempts to bring the youths to justice despite the condemnation he faces from the community."
s234,Movie,A StoryBots Christmas,"Evan Spiridellis, Jeff Gill","Edward Asner, Judy Greer, Erin Fitzgerald, Fred Tatasciore, Jeff Gill, Gregg Spiridellis, Evan Spiridellis, Jim Meskimen, Nate Theis",United States,01-Dec-17,2017,TV-Y,26 min,"Children & Family Movies, Comedies","Bo thinks her holiday gift-giving isn't good enough, so she heads north to study under Santa Claus – only to find he's missing."
s235,Movie,A Sun,Chung Mong-hong,"Wu Chien-ho, Chen Yi-wen, Samantha Ko, Liu Kuan-ting, Greg Hsu, Wu Tai-ling, Wen Chen-ling, Yin Shin",Taiwan,24-Jan-20,2019,TV-MA,156 min,"Dramas, Independent Movies, International Movies",A family reckons with the aftermath of their younger son's incarceration and a greater misfortune that follows.
s236,TV Show,A Taiwanese Tale of Two Cities,,"Tammy Chen, James Wen, Peggy Tseng, Denny Huang",Taiwan,27-Jan-19,2018,TV-MA,1 Season,"International TV Shows, TV Dramas","A Taipei doctor and a San Francisco engineer swap homes in a daring pact, embarking on journeys filled with trials, secrets and unexpected encounters."
s237,Movie,A Tale of Love and Darkness,Natalie Portman,"Natalie Portman, Gilad Kahana, Amir Tessler, Moni Moshonov, Ohad Knoller, Makram Khoury, Neta Riskin, Alexander Peleg, Rotem Keinan, Tomer Kapon","Israel, United States",25-Oct-19,2015,PG-13,98 min,"Dramas, International Movies","Based on the memoirs of author Amos Oz, this poetic drama shares his family's tale of suffering and survival in the early years of independent Israel."
s238,Movie,A Tale of Two Kitchens,Trisha Ziff,,"United States, Mexico",22-May-19,2019,TV-PG,30 min,"Documentaries, International Movies","Mexico City restaurant star Gabriela Cámara opens sister eatery Cala in San Francisco, with a similar menu and unusually welcoming kitchen culture."
s239,Movie,A Thin Line Between Love & Hate,Martin Lawrence,"Martin Lawrence, Lynn Whitfield, Regina King, Bobby Brown, Della Reese, Daryl Mitchell, Roger Mosley, Malinda Williams, Roger E. Mosley, Simbi Khali, Tangie Ambrose, Wendy Raquel Robinson, Stacii Jae Johnson, Faizon Love, Miguel A. Núñez Jr., Tracy Morgan",United States,01-Dec-20,1996,R,108 min,"Comedies, Romantic Movies","When a philandering club promoter sets out to woo a rich, glamorous woman, he has no clue just how much mayhem he's about to unleash on his life."
s240,TV Show,A Thousand Goodnights,,"Cindy Lien, Nicholas Teo, Yao Ai-ning, Li Chung-lin, Chen Bor-jeng, Miao Ke-li",Taiwan,01-Jun-19,2019,TV-14,1 Season,"International TV Shows, TV Dramas","To carry out her dad's wish and discover her roots, Dai Tian-qing embarks on a journey around Taiwan and finds love and redemption on the way."
s241,Movie,A Thousand Words,Brian Robbins,"Eddie Murphy, Kerry Washington, Cliff Curtis, Clark Duke, Allison Janney, Ruby Dee, John Witherspoon, Jack McBrayer",United States,01-Jul-20,2012,PG-13,92 min,Comedies,"When he learns his karma will permit him to speak just a thousand more words before he dies, fast-talking agent Jack must make every syllable count."
s242,TV Show,A Touch of Green,,"Weber Yang, Cheryl Yang, Tien Hsin, Gabriel Lan, Wu Kang-jen, Cindy Lien, Wen Chen-ling, Hans Chung",Taiwan,01-Jul-20,2016,TV-MA,1 Season,"International TV Shows, TV Dramas","Amid the turmoil of China's civil war, families of Kuomintang pilots face the pain of leaving their homes but find strength in their shared bonds."
s243,Movie,A Trash Truck Christmas,Eddie Rosas,"Henry Keane, Glen Keane, Lucas Neff, Brian Baumgartner, Jackie Loeb, John DiMaggio",,11-Dec-20,2020,TV-Y,28 min,Children & Family Movies,"When Santa crash-lands in the junkyard on Christmas Eve, Hank, Trash Truck and their animal friends all have a hand in rescuing the holiday for everyone."
s244,Movie,A Trip to Jamaica,Robert O. Peters,"Ayo Makun, Funke Akindele, Nse Ikpe-Etim, Dan Davies, Paul Campbell, Chris Attoh, Rebecca Silvera, Eric Roberts, Joe Diaz, Alex Moore",Nigeria,13-Dec-19,2016,TV-MA,99 min,"Comedies, International Movies",A newly engaged couple's romantic vacation in Jamaica turns into a mischievous adventure that tests their union in wild and unexpected ways.
s245,Movie,A truthful Mother,Ravishankar Venkateswaran,"Revathi, Roger Narayanan, Sneha Ravishankar, Vidya Shankar, SR Leela",India,31-Mar-20,2020,TV-Y7,85 min,Children & Family Movies,"Facing a drought, a hungry tiger and a noble cow have an extraordinary encounter in this fable based on a children’s book and a Kannada folk song."
s246,Movie,A Twelve Year Night,Álvaro Brechner,"Antonio de la Torre, Chino Darín, Alfonso Tort, Soledad Villamil, César Troncoso, Silvia Pérez Cruz, César Bordón, Mirella Pascual, Nidia Telles, Eduardo Recabarren","Uruguay, Argentina, Spain",28-Dec-18,2018,TV-MA,122 min,"Dramas, International Movies",Future Uruguayan president José Mujica and his fellow Tupamaro political prisoners fight to survive 12 years of solitary confinement and torture.
s247,Movie,A Very Country Christmas,Justin G. Dyck,"Bea Santos, Greyston Holt, Greg Vaughan, Deana Carter, Allison Hossack","United States, Canada",15-Nov-20,2017,TV-G,84 min,"Music & Musicals, Romantic Movies","When an unfulfilled country music star hides out in his hometown, he meets a budding interior designer who finds her way into his heart."
s248,Movie,A Very Murray Christmas,Sofia Coppola,"Bill Murray, Miley Cyrus, George Clooney, Chris Rock, Amy Poehler, Michael Cera, Maya Rudolph, Rashida Jones, Jason Schwartzman, Paul Shaffer, Jenny Lewis, Phoenix",United States,04-Dec-15,2015,TV-14,57 min,"Comedies, Music & Musicals","Bill Murray rounds up an all-star cast for an evening of music, mischief and barroom camaraderie in this irreverent twist on holiday variety shows."
s249,TV Show,A Very Secret Service,,"Hugo Becker, Wilfred Benaïche, Christophe Kourotchkine, Karim Barras, Bruno Paviot, Jean-Édouard Bodziak, Mathilde Warnier, Joséphine de La Baume, Marie-Julie Baup, Antoine Gouy, Julie Farenc",France,30-Jul-18,2018,TV-MA,2 Seasons,"International TV Shows, TV Comedies","At the height of the Cold War in 1960, André Merlaux joins the French Secret Service and contends with enemies both foreign and bureaucratic."
s250,Movie,A Very Special Love,Cathy Garcia-Molina,"John Lloyd Cruz, Sarah Geronimo, Dante Rivero, Rowell Santiago, Johnny Revilla, Bing Pimental, Daphne Oseña-Paez, Al Tantay, Irma Adlawan, Arno Morales, Miles Ocampo",Philippines,12-Nov-20,2008,TV-G,107 min,"International Movies, Romantic Movies","After landing a job working for her longtime crush, an optimistic woman realizes that the man of her dreams isn't exactly who she envisioned."
s251,Movie,A Walk to Remember,Adam Shankman,"Mandy Moore, Shane West, Peter Coyote, Daryl Hannah, Lauren German, Clayne Crawford, Al Thompson",United States,01-Jul-20,2002,PG,102 min,"Dramas, Romantic Movies","When bad boy Landon is cast opposite campus bookworm Jamie in a high school play, romance blooms — until tragedy threatens to tear them apart."
s252,Movie,A Wednesday,Neeraj Pandey,"Anupam Kher, Naseeruddin Shah, Jimmy Shergill, Deepal Shaw, Aamir Bashir, Kali Prasad Mukherjee, Vijay Bhatia, Chetan Pandit",India,01-Nov-18,2008,TV-MA,103 min,"Action & Adventure, Dramas, International Movies","After receiving an anonymous tip about a bomb, a police commissioner must negotiate with the terrorist, who demands the release of four militants."
s253,Movie,A Week in Watts,Gregory Caruso,,United States,19-Feb-18,2017,TV-14,91 min,Documentaries,"Los Angeles police officers embark on an innovative program mentoring promising students from the harsh, gang-infested Watts neighborhood."
s254,Movie,A Whisker Away,"Junichi Sato, Tomotaka Shibayama","Mirai Shida, Natsuki Hanae, Hiroaki Ogi, Koichi Yamadera, Minako Kotobuki, Susumu Chiba, Ayako Kawasumi, Sayaka Ohara, Daisuke Namikawa",Japan,18-Jun-20,2020,TV-PG,104 min,"Anime Features, Children & Family Movies, International Movies","A peculiar girl transforms into a cat to catch her crush's attention. But before she realizes it, the line between human and animal starts to blur."
s255,Movie,A Witches' Ball,Justin G. Dyck,"Morgan Neundorf, Karen Slater, Loukia Ioannou, Will Ennis, Renee Stein, Keith Cooper, Paul Mason, Lisa Scenna, Ashley Rogan",Canada,01-Oct-18,2017,PG,91 min,Children & Family Movies,"Beatrix can't wait to be inducted as a witch, but an unfortunate incident threatens to take her pending title away if she doesn't act fast."
s256,Movie,A Wrinkle in Time,Ava DuVernay,"Storm Reid, Oprah Winfrey, Reese Witherspoon, Mindy Kaling, Deric McCabe, Levi Miller, Chris Pine, Gugu Mbatha-Raw, Zach Galifianakis, Michael Peña, Bellamy Young, André Holland, Will McCormack, Rowan Blanchard, Daniel MacPherson",United States,25-Sep-18,2018,PG,110 min,Children & Family Movies,"Years after their father disappears, Meg and her younger brother Charles Wallace cross galaxies on a quest to save him from the heart of darkness."
s257,TV Show,A Year In Space,,Scott Kelly,United States,01-Nov-19,2015,TV-PG,1 Season,"Docuseries, International TV Shows, Science & Nature TV",Two astronauts attempt to brave a life in Earth's orbit on a record-setting mission to see if humans have the endurance to survive a flight to Mars.
s258,Movie,A Yellow Bird,K. Rajagopal,"Sivakumar Palakrishnan, Huang Lu, Seema Biswas, Udaya Soundari, Nithiyia Rao, Indra Chandran","Singapore, France",01-May-17,2016,TV-MA,111 min,"Dramas, Independent Movies, International Movies","In Singapore, a homeless ex-convict hoping to reunite with his family forms a bond with a Chinese sex worker while serving as her bodyguard."
s259,TV Show,A Young Doctor's Notebook and Other Stories,,"Daniel Radcliffe, Jon Hamm, Adam Godley, Christopher Godwin, Rosie Cavaliero, Vicki Pepperdine, Margaret Clunie, Tim Steed, Shaun Pye",United Kingdom,,2013,TV-MA,2 Seasons,"British TV Shows, TV Comedies, TV Dramas","Set during the Russian Revolution, this comic miniseries is based on a doctor's memories of his early career working in an out-of-the-way village."
s260,TV Show,A.D. Kingdom and Empire,,"Juan Pablo Di Pace, Adam Levy, Chipo Chung, Babou Ceesay, Emmett Scanlan, Will Thorp, Richard Coyle, Vincent Regan, Greta Scacchi, James Callis, Joanne Whalley, Jodhi May, Chris Brazier, Fraser Ayres, Jóhannes Haukur Jóhannesson, Ken Bones, Kenneth Collard",United States,15-Dec-17,2015,TV-14,1 Season,TV Dramas,"In the wake of Jesus Christ's crucifixion, his apostles dedicate themselves to spreading his message, risking their freedom and their lives."
s261,TV Show,A.I.C.O.,Kazuya Murata,"Haruka Shiraishi, Yusuke Kobayashi, Makoto Furukawa, Taishi Murata, Kaori Nazuka, M・A・O, Ryota Takeuchi, Ai Kayano, Toru Okawa, Takehito Koyasu, Atsuko Tanaka",Japan,09-Mar-18,2018,TV-14,1 Season,"Anime Series, International TV Shows",Everything Aiko knew was a lie. Now she's joining a team of Divers to reach the place where the Burst began to stop it for good and save her family.
s262,Movie,A.M.I.,Rusty Nixon,"Debs Howard, Philip Granger, Sam Robert Muik, Havana Guppy, Bonnie Hay, Veronica Hampson, Lori Triolo, Andrew Coghlan, Laura Mitchell, Elinet Louicius",Canada,01-Oct-20,2019,TV-MA,77 min,Horror Movies,"After losing her mother, a teenage girl bonds with her phone’s artificial intelligence app, a relationship that soon takes a dark and violent turn."
s263,Movie,A.X.L.,Oliver Daly,"Alex Neustaedter, Becky G., Alex MacNicoll, Dominic Rains, Thomas Jane, Lou Taylor Pucci, Patricia De Leon, Niko Guardado, Ted McGinley, Marie-Françoise Theodore, Eric Etebari, Dorian Kingi",United States,20-Mar-19,2018,PG,99 min,"Action & Adventure, Children & Family Movies, Independent Movies","Young motocross racer Miles Hill helps a top-secret robotic combat dog evade its ruthless creator and the military, who are in hot pursuit."
s264,Movie,Aşk Tesadüfleri Sever,Ömer Faruk Sorak,"Mehmet Günsür, Belçim Bilgin, Ayda Aksel, Altan Erkekli, Sebnem Sönmez, Hüseyin Avni Danyal, Berna Konur, Ümit Bülent Dinçer",Turkey,04-Apr-18,2011,TV-MA,122 min,"Dramas, International Movies, Romantic Movies","A series of coincidences brings two star-crossed lovers together, but fate pulls them apart until they encounter each other again in Istanbul."
s265,Movie,Aadu 2,Midhun Manuel Thomas,"Jayasurya, Vinayakan, Sunny Wayne, Vijay Babu, Saiju Kurup, Vineeth Mohan, Unni Rajan P. Dev, Dharmajan Bolgatty, Indrans",India,15-May-18,2017,TV-MA,150 min,"Comedies, International Movies","When Shaji Pappan and his gang of goofy outlaws find themselves low on funds, they plan to once again win a hefty prize in a tug-of-war competition."
